"id","effect","muts","cv","colors","enz"
"0000",0,0,NA,"#FFFFFF","TEM"
"0001",0.00432137378264258,1,NA,"#FFFFFF","TEM"
"0010",0.264817823009536,1,NA,"#FFE2E1","TEM"
"0100",-0.329754146925876,1,NA,"#D9F7FF","TEM"
"1000",-0.0579919469776868,1,NA,"#F7FDFF","TEM"
"0011",-0.0259490972071227,2,NA,"#FBFEFF","TEM"
"0101",-0.234331445240986,2,NA,"#E4F9FF","TEM"
"0110",-0.593459819566045,2,NA,"#BFF1FF","TEM"
"1001",0.230448921378274,2,NA,"#FFE6E4","TEM"
"1010",0.0211892990699381,2,NA,"#FFFBFB","TEM"
"1100",-0.22112552799726,2,NA,"#E8FAFF","TEM"
"0111",-1.71444269099223,3,NA,"#45D7FF","TEM"
"1011",0.227886704613674,3,NA,"#FFE6E4","TEM"
"1101",0.468347330412157,3,NA,"#FFCDCA","TEM"
"1110",-0.0101054362812269,3,NA,"#FFFFFF","TEM"
"1111",0.269512944217916,4,NA,"#FFE2E1","TEM"
