genotype,avg,pos,mutations
x000,-0.018181392829336417,p69,1
x001,-0.22079335545929102,p69,1
x010,0.4774633535809145,p69,1
x011,0.1341467383951237,p69,1
x100,-0.29603805010648215,p69,1
x101,0.28823479742355185,p69,1
x110,1.2336670157936556,p69,1
x111,1.6587876157768897,p69,1
0x00,0.2380461031287954,p104,1
0x01,0.053611131013884705,p104,1
0x10,-0.9878511104204051,p104,1
0x11,-1.3877208434903516,p104,1
1x00,-0.03981055414835034,p104,1
1x01,0.5626392838967276,p104,1
1x10,-0.23164744820766403,p104,1
1x11,0.13692003389141422,p104,1
00x0,-0.37365963262495766,p238,1
00x1,-0.1155312680864687,p238,1
01x0,-1.5995568461741583,p238,1
01x1,-1.5568632425907052,p238,1
10x0,0.12198511378529328,p238,1
10x1,0.23940882576794603,p238,1
11x0,-0.06985178027402042,p238,1
11x1,-0.18631042423736732,p238,1
000x,0.1367205671564068,p276,1
001x,0.39484893169489577,p276,1
010x,-0.0477144049585039,p276,1
011x,-0.005020801375050787,p276,1
100x,-0.0658913954735478,p276,1
101x,0.05153231650910493,p276,1
110x,0.5365584425715301,p276,1
111x,0.4200997986081832,p276,1
xx00,-0.27785665727714576,p69|p104,2
xx01,0.5090281528828429,p69|p104,2
xx10,0.756203662212741,p69|p104,2
xx11,1.5246408773817661,p69|p104,2
x0x0,0.4956447464102509,p69|p238,2
x0x1,0.3549400938544147,p69|p238,2
x1x0,1.5297050659001377,p69|p238,2
x1x1,1.370552818353338,p69|p238,2
x00x,-0.2026119626299546,p69|p276,2
x01x,-0.3433166151857908,p69|p276,2
x10x,0.5842728475300341,p69|p276,2
x11x,0.42512059998323415,p69|p276,2
0xx0,-1.2258972135492006,p104|p238,2
0xx1,-1.4413319745042363,p104|p238,2
1xx0,-0.1918368940593137,p104|p238,2
1xx1,-0.42571925000531335,p104|p238,2
0x0x,-0.1844349721149107,p104|p276,2
0x1x,-0.39986973306994655,p104|p276,2
1x0x,0.6024498380450779,p104|p276,2
1x1x,0.36856748209907825,p104|p276,2
00xx,0.258128364538489,p238|p276,2
01xx,0.04269360358345309,p238|p276,2
10xx,0.11742371198265275,p238|p276,2
11xx,-0.1164586439633469,p238|p276,2
xxx0,1.0340603194898867,p69|p104|p238,3
xxx1,1.0156127244989233,p69|p104|p238,3
xx0x,0.7868848101599886,p69|p104|p276,3
xx1x,0.7684372151690251,p69|p104|p276,3
x0xx,-0.1407046525558362,p69|p238|p276,3
x1xx,-0.15915224754679969,p69|p238|p276,3
0xxx,-0.21543476095503578,p104|p238|p276,3
1xxx,-0.23388235594599965,p104|p238|p276,3
xxxx,-0.01844759499096349,p69|p104|p238|p276,4
