"id","effect","muts","cv","colors"
"00000",1,0,NA,"#FFF0F0"
"00001",1,1,NA,"#FFF0F0"
"00010",1,1,NA,"#FFF0F0"
"00100",1,1,NA,"#FFF0F0"
"01000",1,1,NA,"#FFF0F0"
"10000",1,1,NA,"#FFF0F0"
"00011",1.82784467928238,2,NA,"#FFE6E4"
"00101",0.28370607028754,2,NA,"#FFFBFB"
"00110",6.84615384615384,2,NA,"#FF9F9A"
"01001",1.16641775526022,2,NA,"#FFEDEC"
"01010",1.96859353664087,2,NA,"#FFE2E1"
"01100",1.55029585798817,2,NA,"#FFE9E8"
"10001",0.176907031394397,2,NA,"#FFFBFB"
"10010",0.937698664971392,2,NA,"#FFF0F0"
"10100",0.1,2,NA,"#FFFFFF"
"11000",0.669959411218153,2,NA,"#FFF4F3"
"00111",12.5952322437945,3,NA,"#FF4E45"
"01011",4.28990447327971,3,NA,"#FFC2BF"
"01101",0.508535455696921,3,NA,"#FFF7F7"
"01110",6.25853436504324,3,NA,"#FFA6A2"
"10011",1.27196358680529,3,NA,"#FFEDEC"
"10101",0.0235788028410741,3,NA,"#FFFFFF"
"10110",0.175619834710744,3,NA,"#FFFBFB"
"11001",1.16708957389044,3,NA,"#FFEDEC"
"11010",1.21785154060571,3,NA,"#FFEDEC"
"11100",0.121766345542569,3,NA,"#FFFFFF"
"01111",8.74340699850653,4,NA,"#FF837C"
"10111",0.558546884425479,4,NA,"#FFF7F7"
"11011",8.83339343846642,4,NA,"#FF837C"
"11101",0.143425465707018,4,NA,"#FFFBFB"
"11110",0.449053367288978,4,NA,"#FFF7F7"
"11111",6.32458951971831,5,NA,"#FFA6A2"
