mean,max,obs,geno,enzyme_name,measure_type,cond
0.45663531415789876,2.1072099696478683,0,0000,DHFR,ic50,c58
1.0034333188799374,2.1072099696478683,0.3010299956639812,0001,DHFR,ic50,c58
0.784683275105542,0.8827287043442357,-0.8827287043442357,0010,DHFR,ic50,c58
0.5017166594399687,1.2041199826559248,0.3010299956639812,0100,DHFR,ic50,c58
-1.1014787481186308,0.30102999566398125,2.1072099696478683,1000,DHFR,ic50,c58
-0.14706814385804037,0,0,0011,DHFR,ic50,c58
-1.2006731286819745,-0.6020599913279625,1.505149978319906,0101,DHFR,ic50,c58
0.15396185180594082,0.6020599913279624,0,0110,DHFR,ic50,c58
-1.9566949718158777,-1.505149978319906,2.4082399653118496,1001,DHFR,ic50,c58
0.59516628338006194,0.8961962790440432,-0.29413628771608075,1010,DHFR,ic50,c58
-0.15051499783199057,0,0.9030899869919435,1100,DHFR,ic50,c58
1.1972262747080242,1.1972262747080242,-0.29413628771608075,0111,DHFR,ic50,c58
0.9030899869919435,0.9030899869919435,0,1011,DHFR,ic50,c58
0,0,0.9030899869919435,1101,DHFR,ic50,c58
0.30102999566398114,0.30102999566398114,0.6020599913279624,1110,DHFR,ic50,c58
