"id","effect","muts","cv","colors","enz"
"00000",0,0,NA,"#FFFFFF","MPH"
"00001",0.940018155007663,1,NA,"#FFB4B0","MPH"
"00010",-0.387216143280265,1,NA,"#DDF7FF","MPH"
"00100",0.544068044350276,1,NA,"#FFD4D2","MPH"
"01000",0.41161970596323,1,NA,"#FFDFDD","MPH"
"10000",0.846337112129805,1,NA,"#FFBBB8","MPH"
"00011",0.212187604403958,2,NA,"#FFEDEC","MPH"
"00101",0.679427896612119,2,NA,"#FFC9C7","MPH"
"00110",0.267171728403014,2,NA,"#FFE9E8","MPH"
"01001",1.34044411484012,2,NA,"#FF948F","MPH"
"01010",0.00860017176191757,2,NA,"#FFFFFF","MPH"
"01100",0.673941998634088,2,NA,"#FFC9C7","MPH"
"10001",0.501059262217751,2,NA,"#FFD8D6","MPH"
"10010",-0.0624821079826534,2,NA,"#FBFEFF","MPH"
"10100",0.488550716500444,2,NA,"#FFD8D6","MPH"
"11000",1.24551266781415,2,NA,"#FF9B96","MPH"
"00111",0.635483746814912,3,NA,"#FFCDCA","MPH"
"01011",0.614897216033135,3,NA,"#FFCDCA","MPH"
"01101",0.999565488225982,3,NA,"#FFADA9","MPH"
"01110",0.3654879848909,3,NA,"#FFE2E1","MPH"
"10011",0.540329474790874,3,NA,"#FFD4D2","MPH"
"10101",0.320146286111054,3,NA,"#FFE6E4","MPH"
"10110",-0.224025668870631,3,NA,"#ECFBFF","MPH"
"11001",1.53147891704226,3,NA,"#FF837C","MPH"
"11010",0.761175813155731,3,NA,"#FFC2BF","MPH"
"11100",0.838849090737255,3,NA,"#FFBBB8","MPH"
"01111",0.878521795501206,4,NA,"#FFB8B4","MPH"
"10111",0.926856708949692,4,NA,"#FFB4B0","MPH"
"11011",1.86451108105839,4,NA,"#FF6A62","MPH"
"11101",1.63848925695464,4,NA,"#FF7C75","MPH"
"11110",0.770852011642144,4,NA,"#FFC2BF","MPH"
"11111",2.21218760440396,5,NA,"#FF4E45","MPH"
