"id","effect","muts","cv","colors"
"00000",1,0,NA,"#FF746D"
"00001",1,1,NA,"#FF746D"
"00010",1,1,NA,"#FF746D"
"00100",1,1,NA,"#FF746D"
"01000",1,1,NA,"#FF746D"
"10000",1,1,NA,"#FF746D"
"00011",0.456441992663325,2,NA,"#FFBFBC"
"00101",0.156798425455142,2,NA,"#FFE9E8"
"00110",1.28919860627178,2,NA,"#FF4E45"
"01001",0.974554775318399,2,NA,"#FF7871"
"01010",0.964265456608055,2,NA,"#FF7C75"
"01100",0.522702104097453,2,NA,"#FFB8B4"
"10001",0.0518446557482149,2,NA,"#FFF7F7"
"10010",0.300882496004447,2,NA,"#FFD4D2"
"10100",0.125356125356125,2,NA,"#FFEDEC"
"11000",0.971752909737406,2,NA,"#FF7871"
"00111",3.74598965317963,3,NA,"#FFD0CE"
"01011",1.04252635499111,3,NA,"#FFC2BF"
"01101",1.59022063066546,3,NA,"#FFEDEC"
"01110",0.964374444234863,3,NA,"#FFAAA5"
"10011",19.4403392748301,3,NA,"#FFEDEC"
"10101",9.58366715943139,3,NA,"#FFFFFF"
"10110",1.21877351317305,3,NA,"#FFF7F7"
"11001",4.38973036837412,3,NA,"#FFE2E1"
"11010",2.75604152258216,3,NA,"#FF948F"
"11100",1.70949789448802,3,NA,"#FFF0F0"
"01111",0.863716293033703,4,NA,"#FFDFDD"
"10111",0.627524667194087,4,NA,"#FFF0F0"
"11011",0.709892427073326,4,NA,"#FF635B"
"11101",1.36566165038077,4,NA,"#FFF4F3"
"11110",1.72127891044381,4,NA,"#FFDFDD"
"11111",0.328668376980649,5,NA,"#FF9B96"
