"id","effect","muts","cv","colors"
"0000",1,0,NA,"#FFFFFF"
"0001",1,1,NA,"#FFFFFF"
"0010",1,1,NA,"#FFFFFF"
"0100",1,1,NA,"#FFFFFF"
"1000",1,1,NA,"#FFFFFF"
"0011",0.824687416866188,2,NA,"#FFFFFF"
"0101",0.19051711789142,2,NA,"#FFFFFF"
"0110",0.451770451770452,2,NA,"#FFFFFF"
"1001",15.9684410691296,2,NA,"#FFE6E4"
"1010",14.6984798147589,2,NA,"#FFE9E8"
"1100",2.56139209627582,2,NA,"#FFFBFB"
"0111",16.0486440600193,3,NA,"#FFFBFB"
"1011",0.586939847220661,3,NA,"#FF4E45"
"1101",0.165366752503971,3,NA,"#FFFBFB"
"1110",0.0264460878686906,3,NA,"#FFFFFF"
"1111",6.15275209876881,4,NA,"#FFEDEC"
