"id","effect","muts","cv","colors","enz"
"00000",0,0,NA,"#FFFFFF","DHFR"
"00001",0.620136054973757,1,NA,"#FFEDEC","DHFR"
"00010",0.346352974450639,1,NA,"#FFF4F3","DHFR"
"00100",1.13033376849501,1,NA,"#FFDFDD","DHFR"
"01000",0.342422680822206,1,NA,"#FFF4F3","DHFR"
"10000",0.352182518111362,1,NA,"#FFF4F3","DHFR"
"00011",2.73878055848437,2,NA,"#FFADA9","DHFR"
"00101",2.35983548233989,2,NA,"#FFB8B4","DHFR"
"00110",1.82801506422398,2,NA,"#FFC9C7","DHFR"
"01001",1.28330122870355,2,NA,"#FFD8D6","DHFR"
"01010",1.32428245529769,2,NA,"#FFD8D6","DHFR"
"01100",1.82801506422398,2,NA,"#FFC9C7","DHFR"
"10001",1.80413943233535,2,NA,"#FFC9C7","DHFR"
"10010",1.48429983934679,2,NA,"#FFD4D2","DHFR"
"10100",1.70070371714502,2,NA,"#FFCDCA","DHFR"
"11000",1.02530586526477,2,NA,"#FFDFDD","DHFR"
"00111",3.09691001300806,3,NA,"#FFA29E","DHFR"
"01011",3.67577834167409,3,NA,"#FF918B","DHFR"
"01101",3.3541084391474,3,NA,"#FF9B96","DHFR"
"01110",3.01703333929878,3,NA,"#FFA6A2","DHFR"
"10011",3.04921802267018,3,NA,"#FFA29E","DHFR"
"10101",2.77451696572855,3,NA,"#FFADA9","DHFR"
"10110",2.87098881376058,3,NA,"#FFAAA5","DHFR"
"11001",2.79934054945358,3,NA,"#FFADA9","DHFR"
"11010",2.60638136511061,3,NA,"#FFB1AD","DHFR"
"11100",3.08278537031645,3,NA,"#FFA29E","DHFR"
"01111",4.58206336291171,4,NA,"#FF7871","DHFR"
"10111",4.19865708695442,4,NA,"#FF837C","DHFR"
"11011",4.65896484266444,4,NA,"#FF746D","DHFR"
"11101",4.28103336724773,4,NA,"#FF7F79","DHFR"
"11110",4.38916608436453,4,NA,"#FF7C75","DHFR"
"11111",5.96567197122011,5,NA,"#FF4E45","DHFR"
