mean,max,obs,geno,enzyme_name,measure_type,cond
0.03550701728552611,1.1931245983544616,0,0000,TEM,growth,CXM
0.1965636415984195,0.473058601315155,-0.04817696468408802,0001,TEM,growth,CXM
0.18609612838264272,0.8480424206610382,0.3222192947339193,0010,TEM,growth,CXM
-0.5692562129547054,-0.022862882959504116,1.1931245983544616,0100,TEM,growth,CXM
1.415392644561961,1.6016006634354325,-1.3251388592621884,1000,TEM,growth,CXM
1.0737022221268122,1.3334147686412732,0.1903316981702915,0011,TEM,growth,CXM
0.3019563768170092,1.0988648301804975,0.424881636631067,0101,TEM,growth,CXM
-0.48677209294017054,0.35348475141660707,1.1702617153949575,0110,TEM,growth,CXM
0.6371787709919793,1.1743746778410067,-0.17005330405836405,1001,TEM,growth,CXM
0.2594242201558889,0.8399685179982055,0.1643528557844371,1010,TEM,growth,CXM
-0.3898806350819455,-0.34653224408865624,0.2764618041732441,1100,TEM,growth,CXM
-0.3476552077558832,-0.3476552077558832,1.5237464668115646,0111,TEM,growth,CXM
0.1717698852730387,0.1717698852730387,1.0043213737826426,1011,TEM,growth,CXM
1.2461616989710935,1.2461616989710935,-0.07007043991541213,1101,TEM,growth,CXM
1.332858480957672,1.332858480957672,-0.1567672219019906,1110,TEM,growth,CXM
