"id","effect","muts","cv","colors"
"00000",1,0,NA,"#FF716A"
"00001",1,1,NA,"#FF716A"
"00010",1,1,NA,"#FF716A"
"00100",1,1,NA,"#FF716A"
"01000",1,1,NA,"#FF716A"
"10000",1,1,NA,"#FF716A"
"00011",0.530072062084257,2,NA,"#FFB4B0"
"00101",0.924468922108576,2,NA,"#FF7C75"
"00110",0.253848973607038,2,NA,"#FFDBD9"
"01001",1.25078173858662,2,NA,"#FF4E45"
"01010",0.932400932400932,2,NA,"#FF7C75"
"01100",0.940860215053763,2,NA,"#FF7871"
"10001",0.327281228083846,2,NA,"#FFD0CE"
"10010",0.589965146674412,2,NA,"#FFAAA5"
"10100",0.217458517984129,2,NA,"#FFDFDD"
"11000",0.661505693454575,2,NA,"#FFA29E"
"00111",1.23757279832844,3,NA,"#FFE9E8"
"01011",0.844243259803921,3,NA,"#FFB4B0"
"01101",0.921378419452888,3,NA,"#FF716A"
"01110",0.86393115007736,3,NA,"#FFE2E1"
"10011",2.1413219564749,3,NA,"#FFDFDD"
"10101",1.63087620704226,3,NA,"#FFF0F0"
"10110",2.32398682303889,3,NA,"#FFF4F3"
"11001",0.770136084697036,3,NA,"#FFE2E1"
"11010",1.87073219814241,3,NA,"#FF9F9A"
"11100",1.57421473952514,3,NA,"#FFDFDD"
"01111",1.83015420984683,4,NA,"#FFE2E1"
"10111",1.00050873761424,4,NA,"#FFF7F7"
"11011",1.78030905021909,4,NA,"#FFC9C7"
"11101",2.63350906956328,4,NA,"#FFDBD9"
"11110",0.647475169011535,4,NA,"#FFF4F3"
"11111",0.420372830705754,5,NA,"#FFEDEC"
